customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,city,nps_score,segment,joining_date,account_type,kyc_status
15675964,672,India,Female,45,9,0,1,1,1,8676370.61,1,Pune,3,Basic,29-08-2016,Current,Pending
15814275,685,India,Male,33,6,16490771.24,1,1,1,4141959.87,0,Bengaluru,9,Premium,11-05-2019,Savings,Verified
15724848,516,India,Female,46,1,9894471.04,1,1,0,10916610.49,1,Mumbai,3,Premium,26-03-2025,Savings,Verified
15754713,685,India,Male,31,10,12747948.58,1,1,1,11858281.96,0,Bengaluru,10,Premium,18-01-2016,Current,Verified
15693814,806,India,Male,25,7,0,2,1,0,1740587.93,0,Delhi,4,Basic,07-08-2018,Savings,Pending
15599660,604,India,Male,36,6,10958150.26,2,1,1,7507835.07,0,Pune,8,Premium,24-07-2019,Current,Pending
15746490,648,India,Female,53,6,10484068.93,1,1,1,11459007.1,0,Mumbai,8,Premium,01-08-2019,Salary,Pending
15566091,545,India,Female,32,4,0,1,1,0,8932011.78,0,Bengaluru,5,Basic,22-12-2021,Savings,Verified
15655961,756,India,Male,27,1,12435437.72,1,1,0,8796539.9,0,Hyderabad,7,Premium,01-11-2024,Salary,Verified
15710404,569,India,Male,35,10,11740266.03,1,1,1,18270877.58,0,Gurugram,8,Premium,27-09-2015,Salary,Verified
15775625,596,India,Male,47,6,0,1,1,0,7055505.08,0,Bengaluru,8,Basic,17-03-2020,Salary,Verified
15792328,475,India,Male,39,6,0,1,1,1,5373950.57,1,Gurugram,4,Basic,03-01-2020,Current,Verified
15719856,646,India,Female,45,3,4443864.23,1,1,1,5396251.56,0,Pune,9,Standard,20-09-2022,Current,Verified
15593773,784,India,Male,35,3,0,2,0,0,7682277.58,0,Mumbai,7,Basic,25-03-2023,Current,Verified
15733114,552,India,Male,45,9,0,2,1,0,2522231.36,0,Gurugram,8,Basic,08-01-2017,Current,Verified
15797748,729,India,Male,44,5,0,2,0,1,867426.91,0,Hyderabad,10,Basic,21-05-2020,Savings,Verified
15743411,609,India,Male,61,1,0,1,1,0,2116383.3,1,Gurugram,4,Basic,18-06-2024,Salary,Verified
15753337,555,India,Male,51,5,0,3,1,0,17830506.07,1,Bengaluru,4,Basic,23-01-2021,Current,Verified
15601026,572,India,Female,19,1,13072589.5,1,1,1,1523736.39,0,Delhi,8,Premium,20-07-2024,Current,Pending
15658485,785,India,Female,34,9,6628117.81,1,1,1,6467641.94,0,Mumbai,8,Premium,07-08-2016,Savings,Verified
15636731,714,India,Female,36,1,9579697.46,2,1,1,42211.98,0,Hyderabad,10,Premium,09-12-2024,Savings,Pending
15628303,738,India,Male,35,3,0,1,1,1,1475550.82,0,Gurugram,7,Basic,18-08-2022,Current,Verified
15633461,639,India,Male,38,5,12272504.91,1,1,1,14104252.17,0,Mumbai,7,Premium,21-03-2021,Current,Verified
15677135,520,India,Male,61,8,12614879.9,2,1,1,8513862.06,0,Bengaluru,8,Premium,11-10-2017,Savings,Verified
15590876,764,India,Female,24,7,10015743.41,1,0,0,10905969.11,0,Gurugram,8,Premium,08-06-2018,Savings,Verified
15790782,661,India,Male,39,6,12504260.23,1,0,0,3659258.53,0,Gurugram,7,Premium,02-01-2020,Savings,Verified
15700476,564,India,Male,41,9,9760124.87,2,1,1,3237406.44,0,Pune,6,Premium,03-01-2017,Current,Verified
15634141,708,India,Female,42,8,18138578.23,2,1,0,77626.38,0,Mumbai,6,Premium,01-09-2017,Savings,Verified
15737795,512,India,Male,36,1,0,1,0,1,12773267.47,1,Gurugram,4,Basic,20-06-2024,Salary,Pending
15790299,592,India,Male,37,9,0,3,1,1,1004731.59,0,Bengaluru,7,Basic,19-06-2016,Savings,Verified
15675316,619,India,Female,38,3,0,2,0,1,10980541.76,0,Hyderabad,8,Basic,14-10-2022,Savings,Verified
15613630,775,India,Male,52,8,10363503.67,1,1,1,9128502.61,1,Delhi,2,Premium,02-11-2017,Savings,Verified
15662100,850,India,Female,44,5,12124909.57,1,0,1,16130949.74,0,Delhi,9,Premium,15-07-2020,Current,Verified
15668032,577,India,Female,37,4,0,1,1,1,7531217.45,0,Bengaluru,8,Basic,22-03-2022,Savings,Verified
15599289,724,India,Female,37,10,6467472.24,1,1,0,14883306.67,0,Gurugram,5,Standard,04-06-2015,Current,Verified
15754084,710,India,Male,35,1,10042566.07,1,1,1,12063296.65,0,Pune,10,Premium,07-08-2024,Salary,Verified
15676521,696,India,Female,31,8,0,2,0,0,18014467.09,0,Bengaluru,8,Basic,21-01-2018,Savings,Verified
15804586,376,India,Female,46,6,0,1,1,0,14833420.29,1,Hyderabad,2,Basic,15-12-2019,Current,Pending
15781465,675,India,Female,29,8,11438654.88,1,1,0,12582374.99,0,Bengaluru,5,Premium,24-07-2017,Savings,Pending
15729362,745,India,Male,36,8,6338102.16,1,1,0,12330843.49,0,Delhi,6,Standard,25-05-2017,Savings,Verified
15709295,697,India,Female,25,5,7818814.82,2,1,1,12103089.41,0,Delhi,5,Standard,22-06-2020,Savings,Pending
15745324,599,India,Female,39,4,0,1,1,0,18316077.3,1,Hyderabad,3,Basic,06-03-2022,Savings,Verified
15741336,715,India,Female,38,5,11180703.85,1,1,1,535903.55,1,Delhi,1,Premium,17-09-2020,Current,Verified
15783659,659,India,Male,67,4,13763170.7,1,1,1,12354752.9,0,Hyderabad,10,Premium,25-01-2022,Current,Pending
15620981,684,India,Female,48,3,6911608.35,1,0,0,2001407.9,1,Mumbai,6,Standard,10-06-2022,Current,Verified
15630328,635,India,Female,48,8,12331477.99,2,1,1,4077638.28,0,Delhi,9,Premium,20-12-2017,Current,Verified
15785899,789,India,Male,33,8,14293560.76,1,1,0,413832.63,0,Mumbai,4,Premium,28-03-2018,Current,Verified
15606149,571,India,Female,66,9,10519480.5,1,0,1,17844554.73,0,Gurugram,9,Premium,14-02-2017,Savings,Verified
15671139,694,India,Male,39,0,10091989.53,1,1,1,9643354.38,0,Bengaluru,9,Premium,14-05-2025,Savings,Verified
15660429,665,India,Female,42,2,14742715.39,2,0,1,14780741.34,1,Pune,3,Premium,22-03-2024,Savings,Verified
15571002,706,India,Female,44,4,12219252.74,1,0,0,6586918.4,0,Gurugram,2,Premium,06-09-2021,Current,Verified
15631681,807,India,Female,43,0,0,2,0,1,8063131.07,0,Bengaluru,9,Basic,15-08-2025,Salary,Verified
15731522,771,India,Female,67,8,0,2,1,1,4829002.74,0,Gurugram,4,Basic,18-05-2017,Savings,Verified
15619529,531,India,Male,27,8,12499288.85,1,0,0,680976.9,0,Hyderabad,3,Premium,05-10-2017,Current,Verified
15628034,629,India,Female,37,6,12171670.56,1,1,1,2260016.99,0,Bengaluru,7,Premium,12-01-2020,Current,Pending
15686164,850,India,Female,31,1,10259775.87,1,1,1,12461299.67,0,Delhi,10,Premium,16-03-2025,Salary,Verified
15582797,685,India,Male,35,4,13005785.52,1,1,0,10713945.26,0,Bengaluru,4,Premium,06-12-2021,Current,Verified
15753831,642,India,Male,32,7,9468898.66,1,1,1,3749382.67,0,Hyderabad,8,Premium,02-03-2019,Current,Verified
15731815,529,India,Male,63,4,9063523.89,3,1,0,10251343.47,1,Mumbai,4,Standard,03-04-2022,Current,Verified
15580956,683,India,Female,43,4,10925924.41,1,1,1,11063681.63,1,Hyderabad,0,Premium,10-06-2021,Salary,Verified
15602084,663,India,Female,42,5,11749745.88,1,1,1,7354264.26,0,Gurugram,8,Premium,19-01-2021,Savings,Verified
15589805,563,India,Female,34,6,13181318.86,1,1,1,14369949.24,0,Gurugram,5,Premium,11-10-2019,Salary,Verified
15720893,637,India,Female,34,9,0,2,0,0,2456661.5,0,Mumbai,5,Basic,18-01-2017,Savings,Verified
15641009,544,India,Male,37,3,7966349.82,1,0,0,7539768.65,0,Hyderabad,3,Standard,06-03-2023,Salary,Verified
15605926,649,India,Male,70,9,11017062.06,2,0,1,10099819.48,0,Delhi,6,Premium,02-10-2016,Savings,Verified
15805955,638,India,Female,48,10,13042038.07,1,1,1,4495189.32,0,Mumbai,5,Premium,20-12-2015,Savings,Verified
15801488,723,India,Male,25,3,0,2,1,1,12681552.83,0,Bengaluru,7,Basic,05-07-2022,Savings,Verified
15605918,635,India,Male,43,5,7447436.47,2,0,0,14449853.43,0,Bengaluru,5,Standard,20-05-2020,Savings,Verified
15779711,750,India,Female,38,7,9169428.61,2,0,1,16959373.01,0,Bengaluru,10,Premium,06-12-2018,Savings,Verified
15705620,730,India,Male,34,5,11544903.72,2,1,0,13093887.35,0,Delhi,5,Premium,01-02-2021,Savings,Verified
15685357,750,India,Female,36,8,10647989.8,1,0,1,929205.77,0,Mumbai,8,Premium,12-04-2018,Savings,Verified
15570060,586,India,Female,43,8,12497592.75,1,1,0,6321175.13,1,Delhi,5,Premium,07-01-2018,Savings,Verified
15582616,520,India,Female,38,4,0,2,1,0,5316320.04,0,Gurugram,3,Basic,26-08-2021,Current,Verified
15799515,652,India,Female,48,8,12567263.79,1,1,0,7331624.8,0,Bengaluru,2,Premium,03-05-2018,Salary,Verified
15642937,550,India,Female,46,7,0,2,1,0,12312058.2,0,Gurugram,8,Basic,03-03-2019,Current,Verified
15624729,594,India,Male,27,0,18577100.9,1,0,0,14322309.56,0,Gurugram,7,Premium,04-10-2025,Savings,Verified
15566156,749,India,Female,44,0,6740811.64,2,0,0,14244180.66,0,Pune,6,Standard,08-09-2025,Savings,Verified
15792360,668,India,Male,32,7,0,2,1,1,73290.44,0,Gurugram,10,Basic,01-05-2019,Salary,Verified
15807008,614,India,Female,35,6,12077294.4,1,0,0,6548145.75,1,Gurugram,0,Premium,19-01-2020,Savings,Verified
15704770,773,India,Male,25,1,11740950.5,2,0,1,1105298.18,0,Gurugram,5,Premium,16-10-2024,Savings,Verified
15756475,551,India,Male,31,9,7758661.35,2,1,1,8632771.77,0,Gurugram,7,Standard,26-08-2016,Salary,Verified
15655339,566,India,Male,36,1,13399159.39,1,1,0,7506231.36,0,Gurugram,5,Premium,14-10-2024,Salary,Verified
15613749,569,India,Male,34,0,14315405.43,1,1,0,9644826.09,1,Mumbai,3,Premium,26-06-2025,Savings,Verified
15664521,659,India,Male,31,7,14106256.57,2,1,1,9855419.32,0,Mumbai,5,Premium,30-03-2019,Current,Verified
15681206,722,India,Female,49,3,15857675.38,1,1,0,13271377.94,1,Pune,1,Premium,18-02-2023,Savings,Verified
15745527,655,India,Male,37,5,8781899.16,2,1,0,6242668.18,0,Bengaluru,5,Standard,18-06-2020,Current,Verified
15806926,615,India,Female,35,2,9186645.09,2,1,1,13181861.91,0,Gurugram,7,Standard,13-06-2023,Savings,Verified
15724563,752,India,Female,42,3,6132544.42,2,0,1,13212331.32,0,Mumbai,9,Premium,06-01-2023,Savings,Verified
15782899,661,India,Female,28,7,8990304.16,1,0,0,9644575.3,0,Bengaluru,3,Standard,29-09-2018,Current,Verified
15623521,838,India,Male,43,9,11606422.37,2,1,0,13742802.45,0,Gurugram,5,Premium,11-04-2017,Savings,Verified
15810218,610,India,Male,29,9,0,3,0,1,7911245.99,0,Gurugram,8,Basic,09-02-2017,Current,Verified
15645621,811,India,Male,44,3,0,2,0,1,7395297.74,0,Gurugram,10,Basic,14-05-2022,Savings,Verified
15608114,587,India,Male,62,7,11434869.54,1,0,1,638928.02,0,Bengaluru,7,Premium,13-11-2018,Salary,Verified
15659557,811,India,Female,28,4,15814415.95,2,1,1,933694.44,0,Hyderabad,10,Premium,27-12-2021,Salary,Pending
15787772,759,India,Female,38,1,9813726.82,1,0,0,8632456.87,0,Gurugram,3,Premium,21-12-2024,Savings,Verified
15691111,648,India,Female,42,8,11500327.2,2,1,0,379667.45,0,Pune,3,Premium,24-04-2018,Current,Verified
15592089,788,India,Female,43,10,0,2,1,1,10946993.16,0,Pune,8,Basic,15-08-2015,Savings,Verified
15633897,725,India,Male,39,1,4797058.79,2,1,1,17349739.35,0,Gurugram,10,Standard,16-07-2024,Savings,Verified
15701301,646,India,Female,42,3,16514075.37,2,0,0,6328495.97,1,Hyderabad,3,Premium,20-08-2022,Savings,Verified
15723685,601,India,Female,26,7,9947924.97,2,1,0,4720655.23,0,Delhi,5,Premium,23-07-2018,Salary,Verified
15701602,521,India,Male,52,5,10983366.39,3,0,0,5071613.47,1,Hyderabad,1,Premium,17-03-2021,Salary,Verified
15739189,561,India,Female,33,6,0,2,1,0,4267251.39,0,Hyderabad,6,Basic,10-03-2020,Salary,Verified
15573086,564,India,Male,42,7,9411449.15,1,1,1,3462093.59,0,Gurugram,7,Standard,17-04-2019,Salary,Pending
15569050,444,India,Male,45,6,0,1,1,0,12257328.66,1,Pune,0,Basic,15-04-2020,Salary,Pending
15750765,650,India,Male,71,0,0,1,1,1,16534899,0,Gurugram,8,Basic,20-02-2026,Savings,Verified
15799811,724,India,Male,40,10,0,1,1,0,12053438.73,1,Mumbai,6,Basic,21-04-2016,Salary,Verified
15698442,719,India,Male,35,3,11593128.89,1,1,1,13032484.68,0,Pune,10,Premium,07-06-2022,Current,Verified
15655274,548,India,Female,29,4,0,2,0,1,4588907.41,0,Mumbai,6,Basic,07-10-2021,Savings,Pending
15603594,635,India,Male,24,4,0,2,1,1,6662651.64,0,Mumbai,6,Basic,30-03-2022,Current,Pending
15585961,496,India,Female,43,3,0,2,0,1,18809381.37,0,Gurugram,4,Basic,29-05-2022,Savings,Verified
15686936,676,India,Female,37,5,8450758.57,1,1,1,15988302.21,1,Hyderabad,1,Standard,17-08-2020,Savings,Verified
15770424,541,India,Male,40,7,9023549.17,2,1,0,4625699.24,0,Bengaluru,8,Standard,04-04-2019,Savings,Verified
15587451,778,India,Male,41,7,13171510.91,1,1,0,5971430.27,0,Bengaluru,7,Premium,01-12-2018,Savings,Verified
15602010,850,India,Female,45,5,9796621.6,1,1,0,5664635.61,1,Delhi,3,Premium,04-05-2021,Savings,Verified
15600583,633,India,Male,31,1,0,1,1,0,4582640.62,0,Delhi,4,Basic,03-12-2024,Salary,Verified
15654673,625,India,Male,49,6,16351442.37,1,1,0,15610970.08,1,Delhi,2,Premium,02-11-2019,Current,Verified
15717164,485,India,Male,32,6,9638999.58,2,1,1,18291274.11,0,Delhi,7,Premium,29-01-2020,Current,Verified
15765014,547,India,Female,48,1,16912016.17,2,0,1,6530125.07,0,Hyderabad,7,Premium,02-01-2025,Savings,Verified
15682639,642,India,Male,32,3,0,2,1,1,8362525.69,0,Hyderabad,9,Basic,26-04-2023,Savings,Verified
15729279,718,India,Female,25,4,10247477.05,1,1,0,5942559.85,0,Pune,4,Premium,18-05-2021,Savings,Verified
15759805,582,India,Female,32,4,0,2,1,0,5625575.41,0,Delhi,8,Basic,08-05-2022,Salary,Verified
15767864,628,India,Male,33,6,0,2,0,0,17369226.08,0,Delhi,4,Basic,03-12-2019,Savings,Verified
15769948,737,India,Male,35,0,12574858.98,1,0,1,6038651.91,0,Mumbai,9,Premium,06-01-2026,Current,Verified
15686345,828,India,Male,34,9,0,2,1,1,7717193.23,0,Gurugram,10,Basic,26-02-2017,Current,Verified
15688071,609,India,Male,53,10,0,1,1,1,14579733.55,0,Bengaluru,4,Basic,12-01-2016,Current,Verified
15681174,730,India,Male,39,1,10987164.93,1,0,0,13734672.69,0,Bengaluru,5,Premium,14-05-2024,Salary,Verified
15667521,631,India,Female,22,3,0,2,0,0,2902105.28,0,Mumbai,5,Basic,26-03-2023,Savings,Verified
15750243,830,India,Male,40,4,0,2,0,1,7695371.19,0,Pune,9,Basic,16-06-2021,Salary,Verified
15695475,645,India,Male,29,1,12268758.22,2,0,1,18523601.72,0,Mumbai,4,Premium,21-07-2024,Current,Verified
15689176,663,India,Male,46,3,0,2,0,1,16619310.71,0,Delhi,9,Basic,03-03-2023,Current,Verified
15652955,678,India,Male,30,0,0,1,1,0,3310461.18,0,Pune,4,Basic,27-11-2025,Current,Verified
15668958,521,India,Male,30,2,10117760.97,1,1,0,6062187.03,0,Hyderabad,5,Premium,22-11-2023,Salary,Verified
15631054,625,India,Female,24,1,0,2,1,1,17061809.17,0,Delhi,6,Basic,30-03-2025,Salary,Verified
15581479,523,India,Male,30,1,7842332.02,1,1,1,13027306.82,0,Bengaluru,5,Standard,12-07-2024,Savings,Verified
15577478,714,India,Female,72,3,0,1,1,1,8177244.75,0,Pune,6,Basic,20-09-2022,Salary,Verified
15780870,580,India,Male,67,3,14514042.08,1,1,1,699455.78,0,Pune,6,Premium,07-08-2022,Current,Verified
15692317,722,India,Male,30,5,0,2,1,0,15685980.19,0,Hyderabad,6,Basic,19-09-2020,Savings,Verified
15593969,630,India,Female,39,7,12773353.27,1,1,0,13282279.54,1,Bengaluru,2,Premium,09-03-2019,Salary,Verified
15570417,579,India,Male,35,1,0,2,1,0,420507.66,0,Bengaluru,7,Basic,03-12-2024,Savings,Verified
15779059,670,India,Female,38,4,11278201.63,2,1,1,10415311.47,0,Pune,9,Premium,18-04-2022,Current,Verified
15785980,588,India,Male,34,6,11420349.47,2,1,0,8151475.2,0,Delhi,7,Premium,23-02-2020,Savings,Pending
15644200,807,India,Female,42,1,0,1,1,0,1555682.22,1,Mumbai,2,Basic,06-11-2024,Savings,Verified
15793949,726,India,Female,48,4,0,1,1,0,10749811.26,1,Gurugram,0,Basic,06-12-2021,Salary,Verified
15645103,812,India,Male,25,5,5168198.61,1,1,0,12412934.03,0,Pune,8,Premium,23-04-2021,Savings,Verified
15705860,631,India,Male,40,3,10177474.15,1,1,0,4944950.17,1,Delhi,5,Premium,28-07-2022,Savings,Verified
15623828,682,India,Male,30,4,0,1,0,1,15222949.43,0,Gurugram,7,Basic,14-09-2021,Savings,Verified
15715003,625,India,Female,49,2,7619374.91,1,1,1,1887371.52,0,Bengaluru,8,Standard,06-03-2024,Savings,Verified
15623471,607,India,Male,38,3,9258840,1,1,0,16623286.5,0,Gurugram,7,Standard,15-01-2023,Salary,Pending
15798348,600,India,Female,50,6,8926832.98,1,1,1,4760094.43,0,Hyderabad,8,Standard,31-10-2019,Salary,Verified
15743016,602,India,Female,22,7,13350496.77,1,1,0,2864188.69,0,Delhi,8,Premium,27-03-2019,Savings,Verified
15769499,545,India,Female,74,3,0,2,1,1,15209884.1,0,Hyderabad,6,Basic,31-03-2023,Current,Verified
15798521,675,India,Male,33,3,0,2,1,0,4275416.98,0,Bengaluru,2,Basic,12-06-2022,Savings,Verified
15706534,581,India,Female,47,1,11591644.92,1,0,0,16994128.39,1,Pune,1,Premium,19-11-2024,Current,Verified
15706186,640,India,Male,33,8,7700528.3,2,0,0,3292781.8,0,Bengaluru,8,Standard,14-04-2018,Savings,Verified
15812197,850,India,Male,38,7,7570116.43,1,0,0,11931675.17,0,Mumbai,5,Premium,19-10-2018,Savings,Verified
15650933,490,India,Female,48,8,14652343.3,1,1,0,17717220.16,0,Pune,4,Premium,03-10-2017,Savings,Verified
15692991,710,India,Female,38,4,0,2,1,1,12858932.17,0,Pune,7,Basic,02-02-2022,Current,Verified
15631189,613,India,Male,38,9,6327286.36,1,1,0,7407262.82,1,Delhi,3,Standard,22-02-2017,Current,Verified
15762198,812,India,Male,34,5,9788001.58,1,1,1,15654088.1,0,Pune,9,Premium,03-01-2021,Savings,Verified
15699598,723,India,Female,20,4,0,2,1,1,13235528.91,0,Pune,9,Basic,31-07-2021,Salary,Verified
15692744,512,India,Male,36,4,14346504.63,2,0,0,3641970.4,1,Bengaluru,0,Premium,24-10-2021,Current,Verified
15688963,731,India,Female,52,10,0,1,1,1,2356882.15,1,Hyderabad,1,Basic,14-08-2015,Savings,Verified
15599131,650,India,Male,26,4,20208631.39,2,1,0,12144709.31,0,Gurugram,8,Premium,03-08-2021,Salary,Pending
15680303,594,India,Male,57,6,0,1,1,0,1826822.08,1,Bengaluru,6,Basic,07-11-2019,Salary,Verified
15628674,844,India,Male,40,7,10686462.64,1,1,0,3007938.35,1,Delhi,5,Premium,14-11-2018,Savings,Verified
15648075,686,India,Female,47,5,16115840.42,1,1,0,16327390.6,1,Pune,3,Premium,22-10-2020,Current,Verified
15586970,695,India,Male,52,8,9713032.95,1,1,1,2119946.14,0,Mumbai,4,Premium,08-07-2017,Savings,Verified
15625698,624,India,Female,23,6,0,2,0,1,18541907.12,0,Pune,9,Basic,17-12-2019,Current,Pending
15790497,503,India,Male,37,6,0,2,0,0,12869866.76,0,Gurugram,8,Basic,11-08-2019,Savings,Verified
15682618,535,India,Female,31,7,10545693.17,2,1,1,3420373.75,0,Bengaluru,7,Premium,10-01-2019,Current,Verified
15762937,743,India,Female,32,6,13232062.24,2,1,1,15391623.89,0,Delhi,6,Premium,07-06-2019,Savings,Verified
15750929,702,India,Male,39,8,0,2,1,0,9395391.38,0,Pune,5,Basic,11-04-2018,Current,Verified
15729832,658,India,Male,29,3,13718950.56,1,1,0,1905117.85,0,Delhi,8,Premium,18-07-2022,Salary,Verified
15633650,677,India,Female,41,8,13832853.99,2,1,1,395583.8,0,Bengaluru,10,Premium,09-11-2017,Savings,Verified
15748856,664,India,Male,32,10,10107733.34,1,1,1,10591434.06,0,Hyderabad,10,Premium,11-02-2016,Salary,Verified
15589195,766,India,Female,38,7,12344433.01,1,0,1,191948.42,0,Hyderabad,9,Premium,17-05-2018,Salary,Pending
15699911,461,India,Female,35,8,0,1,1,0,12472862.17,0,Hyderabad,5,Basic,14-05-2017,Salary,Verified
15663438,688,India,Male,36,0,8463732.44,1,1,0,16723733.35,1,Hyderabad,6,Standard,23-07-2025,Savings,Verified
15692583,678,India,Female,32,5,0,2,1,0,8512019.83,0,Gurugram,8,Basic,29-08-2020,Salary,Verified
15591257,796,India,Male,24,8,0,2,1,0,5784018.6,0,Mumbai,3,Basic,20-04-2018,Savings,Verified
15646513,803,India,Male,42,5,0,1,1,0,18522892.73,1,Hyderabad,2,Basic,16-01-2021,Savings,Verified
15708063,712,India,Male,36,2,9498662.86,3,0,0,6671099.12,1,Pune,3,Premium,20-11-2023,Salary,Verified
15696098,498,India,Female,31,10,0,2,1,0,1309791.5,0,Hyderabad,4,Basic,04-03-2016,Current,Verified
15645517,850,India,Male,22,2,0,2,1,1,913056.55,0,Gurugram,7,Basic,24-11-2023,Current,Verified
15649744,628,India,Female,51,3,11688957.91,2,1,1,3822691.02,0,Delhi,5,Premium,13-05-2022,Savings,Verified
15604304,539,India,Female,34,4,8638161.76,1,1,1,12878970.44,0,Gurugram,8,Standard,12-08-2021,Salary,Pending
15784092,732,India,Male,36,7,11897740.97,1,1,1,12555501.41,0,Bengaluru,10,Premium,30-10-2018,Current,Verified
15585198,715,India,Male,41,4,8887577.61,1,0,1,14407975.19,1,Hyderabad,4,Standard,12-07-2021,Savings,Pending
15624347,651,India,Male,40,4,0,2,1,1,13926648.45,0,Bengaluru,8,Basic,28-02-2022,Salary,Verified
15621687,813,India,Male,34,0,0,2,1,0,4069987.46,0,Mumbai,6,Basic,26-09-2025,Savings,Verified
15689081,692,India,Male,29,4,0,1,1,0,7236554.74,1,Delhi,6,Basic,10-06-2021,Savings,Verified
15813168,756,India,Female,39,3,9495678.9,3,1,1,6920721.45,1,Hyderabad,4,Premium,25-07-2022,Current,Verified
15604295,543,India,Male,36,6,0,2,1,0,16661942.24,0,Pune,8,Basic,08-11-2019,Salary,Verified
15724127,790,India,Female,26,4,13348323.62,2,0,0,9268597.98,0,Delhi,5,Premium,08-02-2022,Savings,Verified
15673055,494,India,Male,38,7,0,2,1,1,584881.06,0,Bengaluru,8,Basic,10-12-2018,Savings,Verified
15768201,850,India,Female,39,2,14008748.42,1,1,1,16667880.94,0,Bengaluru,10,Premium,14-05-2023,Savings,Verified
15782219,703,India,Male,29,9,0,2,1,0,4778061.37,0,Bengaluru,5,Basic,23-07-2016,Salary,Verified
15746410,432,India,Male,38,7,0,2,1,0,14196765.37,0,Hyderabad,5,Basic,30-06-2018,Savings,Verified
15780144,512,India,Female,32,2,11634514.98,2,1,0,7553731.51,0,Delhi,5,Premium,27-08-2023,Current,Verified
15590476,589,India,Male,28,7,0,2,1,0,14297181.11,0,Mumbai,6,Basic,08-01-2019,Salary,Verified
15624293,514,India,Female,46,3,10041937.22,1,1,0,5192218.33,0,Mumbai,4,Premium,17-06-2022,Savings,Verified
15618182,678,India,Female,38,2,0,2,0,0,10848704.38,0,Mumbai,3,Basic,11-05-2023,Current,Verified
15660316,420,India,Female,34,1,12779644.57,1,0,0,14092138.14,1,Hyderabad,4,Premium,17-11-2024,Current,Verified
15678886,679,India,Male,38,7,10423160.28,2,1,0,4386158.27,0,Hyderabad,4,Premium,02-01-2019,Salary,Verified
15616330,595,India,Male,31,4,0,2,1,0,17912809.68,0,Delhi,4,Basic,14-03-2022,Savings,Verified
15592229,713,India,Female,52,0,17525854.39,1,1,1,4371723.06,1,Gurugram,0,Premium,25-09-2025,Savings,Verified
15798424,833,India,Male,59,1,12336970.75,1,1,1,2896519.19,1,Mumbai,6,Premium,08-10-2024,Savings,Verified
15714750,690,India,Female,42,3,8728267.04,2,0,0,6676023.37,0,Mumbai,4,Standard,02-08-2022,Current,Verified
15648800,731,India,Female,21,8,12474381.02,1,1,0,10056231.01,1,Mumbai,5,Premium,18-07-2017,Current,Verified
15626147,608,India,Female,62,8,13668384.42,1,0,0,16577820.91,1,Mumbai,4,Premium,15-02-2018,Savings,Verified
15626608,479,India,Male,48,5,8208981.28,1,0,1,8074743.53,0,Bengaluru,8,Standard,21-04-2021,Savings,Verified
15723250,519,India,Male,42,8,0,2,1,1,9568073.68,0,Hyderabad,6,Basic,17-03-2018,Salary,Verified
15592583,731,India,Female,47,1,10881249.83,3,0,0,18076744.69,1,Gurugram,1,Premium,27-10-2024,Savings,Verified
15759381,617,India,Male,61,7,8586120.14,1,1,1,9601453.52,0,Pune,4,Standard,23-03-2019,Savings,Verified
15585241,756,India,Male,29,2,11069621.27,2,1,0,460926.43,0,Bengaluru,8,Premium,03-09-2023,Current,Verified
15589358,848,India,Male,31,4,8486939.47,2,1,0,18208577.35,0,Delhi,5,Premium,08-06-2021,Savings,Verified
15672704,809,India,Female,24,4,0,2,1,0,18244948.69,0,Delhi,7,Basic,17-02-2022,Savings,Verified
15789955,698,India,Male,56,1,10598468.29,2,0,0,8860624.85,1,Mumbai,2,Premium,30-01-2025,Savings,Verified
15596800,779,India,Male,33,1,14939303.33,1,1,1,18573246.74,1,Mumbai,3,Premium,04-08-2024,Savings,Verified
15627305,606,India,Male,35,7,0,1,1,0,10072598.02,1,Hyderabad,2,Basic,08-01-2019,Current,Verified
15645316,612,India,Female,58,1,14108203.45,1,1,1,10857405.48,0,Hyderabad,6,Premium,30-07-2024,Current,Verified
15593973,663,India,Female,33,8,11551956.81,1,1,0,18503421.08,0,Hyderabad,3,Premium,06-11-2017,Current,Verified
15647301,549,India,Female,45,3,13551242.46,2,1,1,9089004.95,0,Gurugram,4,Premium,04-06-2022,Savings,Verified
15750258,675,India,Female,32,2,14675936.87,1,1,0,9207258.46,0,Gurugram,5,Premium,19-03-2024,Salary,Verified
15685309,669,India,Female,35,7,0,1,1,1,4629923.92,1,Gurugram,1,Basic,11-12-2018,Savings,Verified
15628205,571,India,Female,34,1,9591732.3,1,0,1,18446038.5,0,Bengaluru,7,Premium,09-03-2025,Current,Verified
15733974,500,India,Male,37,9,11862517.96,1,1,0,10530887.44,0,Pune,5,Premium,01-09-2016,Savings,Verified
15762110,628,India,Male,37,0,0,2,1,1,16188623.64,0,Pune,6,Basic,13-06-2025,Current,Verified
15706899,559,India,Male,34,4,0,2,1,1,6290548.27,0,Pune,5,Basic,25-10-2021,Savings,Verified
15732660,769,India,Female,27,2,0,1,1,1,5456553.99,0,Gurugram,8,Basic,25-12-2023,Savings,Verified
15656121,733,India,Male,31,6,14876542.08,2,0,0,16781350.69,0,Delhi,4,Premium,23-12-2019,Savings,Pending
