transaction_id,customer_id,transaction_date,amount,category,payment_mode,merchant_name,status,is_anomaly
TXN105867,15803976,14-02-2024,77443.32,Travel,UPI,OYO,Success,0
TXN105868,15780628,20-12-2024,68276.32,Shopping,NetBanking,Nykaa,Success,0
TXN105869,15659557,26-01-2024,117976.09,Entertainment,Credit Card,Netflix,Success,0
TXN105870,15574305,30-09-2024,69557.7,Food,Debit Card,Dominos,Success,0
TXN105871,15651802,07-08-2024,11076.56,Healthcare,UPI,1mg,Success,0
TXN105872,15630053,12-07-2024,59165.49,Entertainment,NetBanking,BookMyShow,Success,0
TXN105873,15673529,30-01-2024,81248.37,Healthcare,UPI,Fortis,Success,0
TXN105874,15667265,17-01-2024,42902.07,Travel,NetBanking,Yatra,Success,0
TXN105875,15637476,03-02-2024,93198.55,EMI,Credit Card,SBI EMI,Success,0
TXN105876,15737782,12-03-2024,123467.14,Utilities,UPI,Airtel,Success,1
TXN105877,15803457,25-10-2024,108564.7,Utilities,Credit Card,Mahanagar Gas,Success,0
TXN105878,15713483,22-06-2024,98221.31,Utilities,Credit Card,TATA Power,Success,0
TXN105879,15722010,02-06-2024,19456.45,Utilities,Credit Card,Mahanagar Gas,Success,0
TXN105880,15746737,17-07-2024,45039.86,Shopping,Credit Card,Myntra,Success,0
TXN105881,15599251,17-04-2024,3279.09,Shopping,UPI,Flipkart,Success,0
TXN105882,15683930,21-05-2024,85907.45,Entertainment,Credit Card,Hotstar,Success,0
TXN105883,15676519,01-10-2024,90070.25,Healthcare,NetBanking,1mg,Success,0
TXN105884,15663826,19-07-2024,41211.13,EMI,Credit Card,ICICI EMI,Success,0
TXN105885,15759618,02-03-2024,60790.09,Healthcare,UPI,Fortis,Success,0
TXN105886,15776047,19-07-2024,87083.74,Utilities,UPI,BSES,Success,0
TXN105887,15578515,20-07-2024,141278.45,Shopping,Debit Card,Myntra,Success,1
TXN105888,15622993,07-01-2024,9236.49,Utilities,Debit Card,TATA Power,Success,0
TXN105889,15801265,01-09-2024,52102.58,Food,NetBanking,Swiggy,Success,0
TXN105890,15584930,12-07-2024,13869.31,Travel,Credit Card,Uber,Success,0
TXN105891,15662067,09-12-2024,131100.76,Travel,Debit Card,IRCTC,Success,1
TXN105892,15725679,05-06-2024,31320.89,Travel,Debit Card,MakeMyTrip,Success,0
TXN105893,15607598,20-01-2024,82408.64,Healthcare,Credit Card,Fortis,Reversed,0
TXN105894,15672756,12-01-2024,85337.06,Travel,Credit Card,Uber,Failed,0
TXN105895,15728505,17-07-2024,45665.35,Shopping,Debit Card,Amazon,Success,0
TXN105896,15771702,31-03-2024,139356.51,Healthcare,UPI,Practo,Success,1
TXN105897,15793854,27-06-2024,29311.68,Utilities,Debit Card,Jio,Failed,0
TXN105898,15622454,17-01-2024,67421.29,Entertainment,UPI,BookMyShow,Success,0
TXN105899,15634719,26-04-2024,55145.94,Shopping,NetBanking,Nykaa,Success,0
TXN105900,15780746,18-05-2024,1275.53,Entertainment,Debit Card,Sony LIV,Success,0
TXN105901,15730868,06-08-2024,104651.15,Healthcare,Debit Card,Practo,Success,0
TXN105902,15644119,08-03-2024,24893.29,Shopping,Credit Card,Reliance Retail,Success,0
TXN105903,15700223,17-12-2024,54351.72,Shopping,Debit Card,Flipkart,Success,0
TXN105904,15585961,02-01-2024,125257.6,Travel,UPI,Yatra,Success,1
TXN105905,15744614,11-08-2024,96454.07,Utilities,UPI,Airtel,Failed,0
TXN105906,15776348,05-07-2024,105194.65,Travel,Debit Card,OYO,Success,0
TXN105907,15716155,14-04-2024,11335.9,Shopping,UPI,Reliance Retail,Success,0
TXN105908,15689980,01-11-2024,95785.63,Utilities,Debit Card,Airtel,Success,0
TXN105909,15616931,03-02-2024,92948.26,Entertainment,UPI,BookMyShow,Success,0
TXN105910,15758449,17-07-2024,148947.15,Food,Credit Card,McDonald's,Success,1
TXN105911,15635939,25-10-2024,37674.06,EMI,Debit Card,SBI EMI,Success,0
TXN105912,15808044,11-05-2024,121134.82,Travel,UPI,OYO,Success,1
TXN105913,15626608,23-01-2024,82752.88,Entertainment,Credit Card,Netflix,Success,0
TXN105914,15729362,10-06-2024,144271.18,Healthcare,NetBanking,Practo,Success,1
TXN105915,15694821,12-09-2024,38111.82,EMI,Credit Card,ICICI EMI,Success,0
TXN105916,15792649,16-07-2024,63764.8,Food,NetBanking,Zomato,Reversed,0
TXN105917,15738672,18-10-2024,63314.04,Utilities,Credit Card,BSES,Success,0
TXN105918,15799479,28-02-2024,34035.9,Shopping,Debit Card,Amazon,Success,0
TXN105919,15603246,03-05-2024,137038.15,Entertainment,Credit Card,BookMyShow,Success,1
TXN105920,15581282,05-05-2024,32142.62,Utilities,NetBanking,BSES,Failed,0
TXN105921,15641250,03-09-2024,149959.87,Healthcare,Credit Card,Max Healthcare,Success,1
TXN105922,15797276,16-07-2024,22429.02,Travel,Credit Card,Uber,Success,0
TXN105923,15716023,08-10-2024,127454.8,Entertainment,Debit Card,Netflix,Failed,1
TXN105924,15683521,17-02-2024,54728.53,Food,Credit Card,Haldirams,Success,0
TXN105925,15799479,07-12-2024,119236.1,Utilities,Credit Card,BSES,Success,0
TXN105926,15636589,29-07-2024,133209.54,Entertainment,Credit Card,Hotstar,Success,1
TXN105927,15794916,20-03-2024,141737.72,EMI,Credit Card,ICICI EMI,Success,1
TXN105928,15740476,23-01-2024,144280.33,Utilities,NetBanking,Mahanagar Gas,Success,1
TXN105929,15730639,06-02-2024,114416.99,Shopping,Debit Card,Amazon,Success,0
TXN105930,15586959,29-08-2024,124671.99,EMI,Debit Card,HDFC EMI,Failed,1
TXN105931,15612109,27-05-2024,5085.99,Entertainment,NetBanking,PVR,Success,0
TXN105932,15695846,16-09-2024,148427.3,Travel,Credit Card,IRCTC,Success,1
TXN105933,15712319,21-11-2024,56303.03,EMI,NetBanking,HDFC EMI,Success,0
TXN105934,15625524,09-09-2024,39604.79,Shopping,UPI,Reliance Retail,Reversed,0
TXN105935,15604588,05-07-2024,63401.99,Food,NetBanking,Dominos,Success,0
TXN105936,15732832,06-02-2024,138116.95,Shopping,UPI,Myntra,Success,1
TXN105937,15716835,16-12-2024,82827.38,Shopping,UPI,Amazon,Success,0
TXN105938,15725679,14-04-2024,111550.97,Utilities,NetBanking,BSES,Success,0
TXN105939,15779059,23-09-2024,129057.6,Food,UPI,Zomato,Success,1
TXN105940,15747222,22-12-2024,111073.89,EMI,Credit Card,Axis EMI,Failed,0
TXN105941,15617603,06-05-2024,39513.92,EMI,NetBanking,HDFC EMI,Success,0
TXN105942,15721292,09-06-2024,42639.5,Shopping,Debit Card,Reliance Retail,Success,0
TXN105943,15734565,21-09-2024,130817.14,Shopping,NetBanking,Nykaa,Success,1
TXN105944,15625698,08-02-2024,86230.43,Food,Credit Card,Swiggy,Success,0
TXN105945,15644724,08-12-2024,104347.43,EMI,Credit Card,Axis EMI,Success,0
TXN105946,15676242,23-05-2024,99902.81,Healthcare,Credit Card,Fortis,Success,0
TXN105947,15737782,27-02-2024,132985.74,Entertainment,Credit Card,Sony LIV,Success,1
TXN105948,15757001,25-04-2024,122439.23,Shopping,NetBanking,Amazon,Success,1
TXN105949,15625522,10-01-2024,133726.33,Entertainment,Debit Card,Sony LIV,Success,1
TXN105950,15704763,04-11-2024,29841.15,Utilities,Credit Card,TATA Power,Success,0
TXN105951,15711825,25-11-2024,111233.49,Shopping,UPI,Flipkart,Success,0
TXN105952,15723873,21-12-2024,103031.73,Food,NetBanking,Dominos,Success,0
TXN105953,15578761,23-01-2024,56144.69,Utilities,NetBanking,BSES,Success,0
TXN105954,15798850,25-04-2024,103633.3,Food,Credit Card,Haldirams,Success,0
TXN105955,15610446,15-07-2024,137410.11,Travel,Credit Card,Yatra,Success,1
TXN105956,15691483,26-07-2024,70551.47,Shopping,Debit Card,Myntra,Success,0
TXN105957,15643966,24-01-2024,116656.04,Shopping,NetBanking,Nykaa,Success,0
TXN105958,15679770,30-07-2024,43586.3,Healthcare,Credit Card,1mg,Success,0
TXN105959,15599722,16-10-2024,79840.46,Food,Debit Card,Dominos,Success,0
TXN105960,15684042,22-09-2024,57278.49,Entertainment,Credit Card,Sony LIV,Success,0
TXN105961,15585255,10-12-2024,126418.09,Shopping,UPI,Amazon,Success,1
TXN105962,15776233,07-07-2024,71568.89,Healthcare,Debit Card,Practo,Success,0
TXN105963,15814209,20-03-2024,103266.46,Food,Debit Card,Haldirams,Success,0
TXN105964,15667046,05-07-2024,91539.01,Entertainment,Credit Card,Hotstar,Success,0
TXN105965,15790314,01-07-2024,53421,Shopping,UPI,Amazon,Success,0
TXN105966,15697283,19-06-2024,92944.49,Food,Credit Card,Swiggy,Success,0
TXN105967,15806964,06-08-2024,39635.46,Utilities,UPI,Airtel,Success,0
TXN105968,15713463,08-03-2024,108302.22,Shopping,NetBanking,Myntra,Success,0
TXN105969,15583681,12-01-2024,26409.49,Entertainment,NetBanking,PVR,Success,0
TXN105970,15673693,30-10-2024,68448.24,EMI,Credit Card,ICICI EMI,Success,0
TXN105971,15774166,03-09-2024,9261.58,Utilities,Credit Card,Airtel,Failed,0
TXN105972,15709846,24-08-2024,129216.61,EMI,Credit Card,SBI EMI,Success,1
TXN105973,15772632,04-11-2024,15253.77,Shopping,UPI,Myntra,Success,0
TXN105974,15577274,06-04-2024,78403.5,Healthcare,NetBanking,Fortis,Success,0
TXN105975,15714567,22-08-2024,72936.09,Utilities,Credit Card,Jio,Success,0
TXN105976,15669169,16-10-2024,111342.3,Shopping,UPI,Myntra,Success,0
TXN105977,15782591,28-02-2024,44115.85,Entertainment,Credit Card,PVR,Success,0
TXN105978,15682773,20-09-2024,121908.95,EMI,Credit Card,Axis EMI,Success,1
TXN105979,15767793,16-08-2024,64634.72,Healthcare,NetBanking,1mg,Success,0
TXN105980,15771702,21-08-2024,76040.95,EMI,NetBanking,SBI EMI,Success,0
TXN105981,15679200,02-02-2024,52316.99,Shopping,UPI,Nykaa,Success,0
TXN105982,15621353,23-02-2024,139633.68,Shopping,NetBanking,Amazon,Success,1
TXN105983,15791373,15-12-2024,9565.18,Healthcare,Debit Card,Max Healthcare,Success,0
TXN105984,15579781,18-07-2024,123518.43,Food,Debit Card,Swiggy,Failed,1
TXN105985,15587913,15-11-2024,53417,EMI,NetBanking,HDFC EMI,Success,0
TXN105986,15622993,08-10-2024,64393.02,EMI,NetBanking,SBI EMI,Success,0
TXN105987,15704954,15-10-2024,86971.25,Entertainment,NetBanking,PVR,Success,0
TXN105988,15595228,11-01-2024,131891.66,Healthcare,Credit Card,Fortis,Success,1
TXN105989,15772243,19-01-2024,119589.34,Entertainment,UPI,Netflix,Success,0
TXN105990,15764409,14-09-2024,124374.71,Food,NetBanking,Dominos,Success,1
TXN105991,15779529,02-12-2024,132304.54,Travel,Credit Card,Uber,Success,1
TXN105992,15578738,25-07-2024,104208.8,Travel,NetBanking,Uber,Success,0
TXN105993,15678886,05-03-2024,15687.21,Food,NetBanking,Haldirams,Success,0
TXN105994,15798888,14-08-2024,137272.24,Utilities,Credit Card,BSES,Success,1
TXN105995,15694879,02-06-2024,111039.37,Food,Debit Card,Dominos,Success,0
TXN105996,15776605,01-04-2024,67460.33,Healthcare,NetBanking,Fortis,Success,0
TXN105997,15619955,26-05-2024,26364.1,Healthcare,Credit Card,Max Healthcare,Success,0
TXN105998,15639277,24-01-2024,90853.75,Shopping,Debit Card,Amazon,Success,0
TXN105999,15568106,01-04-2024,12508.1,Shopping,Debit Card,Amazon,Success,0
TXN106000,15777892,28-05-2024,20787.22,Healthcare,Debit Card,Fortis,Reversed,0
TXN106001,15690925,13-12-2024,19268.38,Utilities,Debit Card,TATA Power,Success,0
TXN106002,15776223,19-09-2024,49268.69,Travel,Debit Card,IRCTC,Success,0
TXN106003,15576517,08-03-2024,41533.23,Shopping,UPI,Amazon,Success,0
TXN106004,15772798,10-03-2024,59521.37,Entertainment,NetBanking,PVR,Success,0
TXN106005,15624781,05-12-2024,37119.42,Travel,Debit Card,IRCTC,Success,0
TXN106006,15679909,25-01-2024,63788.6,Healthcare,UPI,Apollo Pharmacy,Success,0
TXN106007,15637131,07-04-2024,113403.38,Shopping,Debit Card,Flipkart,Success,0
TXN106008,15699309,16-10-2024,120592.05,EMI,UPI,SBI EMI,Failed,1
TXN106009,15774854,25-05-2024,90655.31,Shopping,Debit Card,Reliance Retail,Success,0
TXN106010,15789425,02-12-2024,91189.81,Entertainment,Debit Card,BookMyShow,Success,0
TXN106011,15780835,22-07-2024,138227.66,Travel,Credit Card,Yatra,Success,1
TXN106012,15655007,04-01-2024,85588.3,EMI,NetBanking,ICICI EMI,Failed,0
TXN106013,15725024,19-11-2024,21574.15,Shopping,NetBanking,Flipkart,Success,0
TXN106014,15705512,28-12-2024,28884.14,Entertainment,UPI,Netflix,Success,0
TXN106015,15757001,13-11-2024,51890.83,EMI,NetBanking,HDFC EMI,Success,0
TXN106016,15813532,20-12-2024,43787.46,Travel,Debit Card,OYO,Success,0
TXN106017,15603846,25-09-2024,55554.25,Shopping,NetBanking,Flipkart,Success,0
TXN106018,15727384,03-05-2024,144052.43,Utilities,Debit Card,Jio,Success,1
TXN106019,15759038,29-06-2024,104404.78,Travel,NetBanking,OYO,Success,0
TXN106020,15589320,03-07-2024,49912.75,Shopping,NetBanking,Myntra,Success,0
TXN106021,15662976,11-12-2024,87614.28,Healthcare,NetBanking,Max Healthcare,Success,0
TXN106022,15690452,21-08-2024,73708.1,Shopping,NetBanking,Flipkart,Success,0
TXN106023,15579647,09-12-2024,147393.04,Healthcare,NetBanking,1mg,Success,1
TXN106024,15580203,25-01-2024,120762.81,Food,Credit Card,Dominos,Success,1
TXN106025,15631848,09-04-2024,61924.23,EMI,Credit Card,SBI EMI,Success,0
TXN106026,15583364,04-09-2024,136479.06,Healthcare,NetBanking,Max Healthcare,Success,1
TXN106027,15670345,19-05-2024,48744.37,Entertainment,UPI,Sony LIV,Success,0
TXN106028,15589221,30-07-2024,53495.85,EMI,Debit Card,ICICI EMI,Success,0
TXN106029,15731511,12-02-2024,104524.06,EMI,NetBanking,ICICI EMI,Success,0
TXN106030,15764105,11-07-2024,124512.16,Food,UPI,Dominos,Success,1
TXN106031,15656333,02-02-2024,12091.11,Travel,Credit Card,OYO,Success,0
TXN106032,15813444,23-12-2024,55628.05,EMI,Credit Card,ICICI EMI,Success,0
TXN106033,15615029,28-08-2024,12519.75,Shopping,UPI,Reliance Retail,Success,0
TXN106034,15713267,06-07-2024,81060.22,Food,NetBanking,McDonald's,Success,0
TXN106035,15726358,24-07-2024,92900.49,Entertainment,Debit Card,Netflix,Success,0
TXN106036,15762615,01-03-2024,78239.97,Entertainment,NetBanking,PVR,Success,0
TXN106037,15671209,17-01-2024,67828.4,Food,Credit Card,Swiggy,Success,0
TXN106038,15688637,24-02-2024,22287.94,Travel,Credit Card,OYO,Success,0
TXN106039,15739046,20-04-2024,36427.14,Food,Credit Card,Haldirams,Success,0
TXN106040,15774151,03-07-2024,142880.93,Shopping,UPI,Reliance Retail,Success,1
TXN106041,15715707,25-03-2024,71972.65,Healthcare,UPI,1mg,Success,0
TXN106042,15681081,06-04-2024,8035.6,Food,Credit Card,Dominos,Success,0
TXN106043,15759021,17-03-2024,25691.8,Utilities,Credit Card,Jio,Success,0
TXN106044,15677020,09-05-2024,119954.59,Utilities,Credit Card,Airtel,Success,0
TXN106045,15677871,30-09-2024,120366.92,EMI,NetBanking,Bajaj Finance,Success,1
TXN106046,15637876,02-11-2024,87368.19,Entertainment,Credit Card,PVR,Success,0
TXN106047,15657085,21-01-2024,27835.88,Shopping,UPI,Flipkart,Success,0
TXN106048,15606267,12-02-2024,149705.62,Travel,NetBanking,MakeMyTrip,Success,1
TXN106049,15810418,19-04-2024,21704.85,Travel,NetBanking,Yatra,Success,0
TXN106050,15715941,28-05-2024,125890.98,EMI,Credit Card,Bajaj Finance,Success,1
TXN106051,15776631,24-07-2024,127517.32,Utilities,Credit Card,BSES,Success,1
TXN106052,15794253,21-06-2024,148724.58,Entertainment,Debit Card,PVR,Failed,1
TXN106053,15670753,07-03-2024,122234.03,EMI,Credit Card,HDFC EMI,Success,1
TXN106054,15809826,02-01-2024,22880.62,Travel,NetBanking,OYO,Success,0
TXN106055,15600724,06-03-2024,27715.75,EMI,Credit Card,HDFC EMI,Success,0
TXN106056,15689425,11-02-2024,92242.17,Food,NetBanking,Dominos,Success,0
TXN106057,15640161,08-09-2024,54583.12,Food,Credit Card,Zomato,Success,0
TXN106058,15633283,29-06-2024,132633.48,EMI,UPI,SBI EMI,Success,1
TXN106059,15809823,25-08-2024,102939.27,Shopping,Credit Card,Reliance Retail,Success,0
TXN106060,15706185,17-04-2024,87562.88,Entertainment,Debit Card,BookMyShow,Success,0
TXN106061,15568360,05-05-2024,104202.49,Utilities,Debit Card,BSES,Success,0
TXN106062,15802478,30-06-2024,104312,Travel,Credit Card,Uber,Success,0
TXN106063,15681068,14-05-2024,11895.01,Healthcare,UPI,Fortis,Success,0
TXN106064,15619304,23-10-2024,108842.81,Shopping,Credit Card,Myntra,Success,0
TXN106065,15690134,05-07-2024,134908.5,Healthcare,Debit Card,1mg,Success,1
TXN106066,15587913,08-01-2024,98474.3,EMI,NetBanking,HDFC EMI,Success,0
TXN106067,15744105,18-09-2024,2329.34,Food,Credit Card,Dominos,Success,0
TXN106068,15598086,19-04-2024,84149.47,Entertainment,UPI,Hotstar,Reversed,0
TXN106069,15698028,12-08-2024,91715.66,Utilities,NetBanking,Airtel,Success,0
TXN106070,15636935,09-09-2024,108447.83,Entertainment,Credit Card,Hotstar,Success,0
TXN106071,15712825,14-11-2024,26740.04,Travel,Debit Card,Yatra,Success,0
TXN106072,15604044,08-02-2024,144137.74,Healthcare,Debit Card,Apollo Pharmacy,Success,1
TXN106073,15654574,10-05-2024,50043.28,Entertainment,Debit Card,Netflix,Failed,0
TXN106074,15667742,21-05-2024,149944.63,Travel,NetBanking,OYO,Success,1
TXN106075,15752463,23-10-2024,63902.84,Utilities,Credit Card,BSES,Success,0
TXN106076,15732987,02-01-2024,83003.48,Utilities,Credit Card,Mahanagar Gas,Failed,0
TXN106077,15628170,08-10-2024,58832.3,Shopping,UPI,Reliance Retail,Success,0
TXN106078,15745543,04-02-2024,76626.95,Travel,NetBanking,OYO,Success,0
TXN106079,15710928,09-10-2024,122433.45,Utilities,Debit Card,Airtel,Success,1
TXN106080,15687738,09-11-2024,43716.62,Food,Debit Card,Swiggy,Success,0
TXN106081,15716334,21-08-2024,147229.7,Entertainment,NetBanking,Netflix,Success,1
TXN106082,15570943,12-12-2024,128731.3,Healthcare,NetBanking,1mg,Success,1
TXN106083,15629677,07-05-2024,122788.1,EMI,UPI,Axis EMI,Success,1
TXN106084,15628298,18-09-2024,44693.04,Travel,UPI,OYO,Success,0
TXN106085,15781802,19-09-2024,43838.97,Food,NetBanking,Dominos,Success,0
TXN106086,15738448,15-04-2024,55051.06,Food,Debit Card,Swiggy,Success,0
TXN106087,15805062,25-02-2024,39619.58,Utilities,NetBanking,Airtel,Success,0
TXN106088,15655961,19-01-2024,91816.75,Healthcare,Credit Card,Practo,Success,0
TXN106089,15812009,03-12-2024,40966.43,Entertainment,Credit Card,PVR,Success,0
TXN106090,15811762,19-02-2024,10299.03,Healthcare,NetBanking,Fortis,Success,0
TXN106091,15740404,05-12-2024,10506.47,Travel,Debit Card,IRCTC,Success,0
TXN106092,15749177,05-07-2024,129107.41,EMI,Debit Card,HDFC EMI,Success,1
TXN106093,15725818,21-07-2024,37040.4,Entertainment,Debit Card,Netflix,Success,0
TXN106094,15588986,07-02-2024,43149.62,Entertainment,Debit Card,Sony LIV,Success,0
TXN106095,15746902,19-08-2024,125554.05,EMI,Debit Card,HDFC EMI,Success,1
TXN106096,15650391,12-05-2024,61737.51,Food,Debit Card,McDonald's,Success,0
TXN106097,15732270,10-08-2024,119946.44,Entertainment,UPI,PVR,Success,0
TXN106098,15808784,01-05-2024,94899.65,Utilities,Credit Card,TATA Power,Success,0
TXN106099,15672115,01-01-2024,125578.38,Food,Credit Card,Dominos,Failed,1
TXN106100,15678886,26-01-2024,69014.91,EMI,Credit Card,Axis EMI,Success,0
TXN106101,15571059,22-11-2024,130016.1,Healthcare,NetBanking,Fortis,Success,1
TXN106102,15677538,03-01-2024,1145.08,Entertainment,UPI,Hotstar,Success,0
TXN106103,15628947,17-11-2024,63582.67,Shopping,Debit Card,Flipkart,Success,0
TXN106104,15752081,07-10-2024,23150.23,Shopping,Debit Card,Nykaa,Success,0
TXN106105,15785519,23-03-2024,148842.11,Healthcare,UPI,Practo,Success,1
TXN106106,15591386,03-05-2024,53351.46,Entertainment,Credit Card,PVR,Success,0
TXN106107,15807481,26-10-2024,86783.65,Utilities,Credit Card,Airtel,Success,0
TXN106108,15598175,16-06-2024,70563.9,Travel,Debit Card,OYO,Success,0
TXN106109,15694946,10-09-2024,54741.57,Food,Debit Card,Swiggy,Success,0
TXN106110,15752342,05-04-2024,74567.21,Entertainment,UPI,Sony LIV,Success,0
TXN106111,15614818,15-07-2024,111261.2,Travel,NetBanking,MakeMyTrip,Success,0
TXN106112,15586870,12-11-2024,87259.88,Food,Debit Card,Zomato,Success,0
TXN106113,15806438,06-07-2024,95731.68,Food,Debit Card,Swiggy,Success,0
TXN106114,15642544,25-01-2024,72431.3,EMI,Credit Card,SBI EMI,Success,0
TXN106115,15625522,27-04-2024,13106.94,Entertainment,NetBanking,BookMyShow,Success,0
TXN106116,15659651,31-12-2024,78316.23,Travel,NetBanking,Yatra,Success,0
TXN106117,15585047,12-05-2024,106431.23,EMI,Debit Card,Bajaj Finance,Success,0
TXN106118,15756804,18-07-2024,53899.46,Utilities,Debit Card,Jio,Success,0
TXN106119,15755196,22-08-2024,2104.62,Utilities,Credit Card,Mahanagar Gas,Success,0
TXN106120,15625395,19-03-2024,112656.75,Utilities,Credit Card,Airtel,Success,0
TXN106121,15686137,02-02-2024,116427.25,Utilities,Credit Card,BSES,Success,0
TXN106122,15585595,20-11-2024,132313.71,Food,UPI,McDonald's,Success,1
TXN106123,15676242,25-01-2024,94718.2,Healthcare,NetBanking,Apollo Pharmacy,Success,0
TXN106124,15663939,26-10-2024,132243.5,EMI,Debit Card,Axis EMI,Success,1
TXN106125,15594815,19-06-2024,120740.13,EMI,NetBanking,HDFC EMI,Success,1
TXN106126,15710164,26-04-2024,105017.3,Healthcare,NetBanking,Apollo Pharmacy,Success,0
TXN106127,15803804,02-09-2024,144524.48,Healthcare,NetBanking,Practo,Success,1
TXN106128,15714080,02-04-2024,29953.06,Entertainment,Credit Card,BookMyShow,Success,0
TXN106129,15778025,25-08-2024,147387.7,Travel,NetBanking,MakeMyTrip,Success,1
TXN106130,15785869,21-02-2024,39403.78,Shopping,Credit Card,Amazon,Success,0
TXN106131,15615096,19-02-2024,116455.5,EMI,Debit Card,ICICI EMI,Success,0
TXN106132,15673529,26-04-2024,59443.44,Healthcare,NetBanking,Apollo Pharmacy,Success,0
TXN106133,15688880,23-10-2024,76650.4,Shopping,Credit Card,Flipkart,Success,0
TXN106134,15589660,09-07-2024,4425.51,Food,Debit Card,Haldirams,Success,0
TXN106135,15680998,06-07-2024,81279.95,Utilities,NetBanking,Jio,Success,0
TXN106136,15718153,07-02-2024,4243.8,Shopping,Debit Card,Flipkart,Success,0
TXN106137,15808044,17-03-2024,32807.44,Food,UPI,Haldirams,Success,0
TXN106138,15731790,18-02-2024,138396.46,Shopping,UPI,Reliance Retail,Success,1
TXN106139,15792525,18-03-2024,18960.72,EMI,UPI,ICICI EMI,Success,0
TXN106140,15806307,28-05-2024,32768.72,Entertainment,NetBanking,BookMyShow,Success,0
TXN106141,15791767,19-10-2024,148639.33,Food,NetBanking,Dominos,Success,1
TXN106142,15615032,01-10-2024,123658.68,Shopping,Credit Card,Reliance Retail,Success,1
TXN106143,15641850,24-03-2024,109653.29,Entertainment,Debit Card,BookMyShow,Success,0
TXN106144,15585901,05-04-2024,47667.38,Entertainment,Debit Card,PVR,Reversed,0
TXN106145,15782219,09-11-2024,82948.1,Food,UPI,Swiggy,Success,0
TXN106146,15615456,18-07-2024,130454.23,Travel,Debit Card,MakeMyTrip,Success,1
TXN106147,15631070,17-09-2024,87393.24,Shopping,UPI,Reliance Retail,Success,0
TXN106148,15657386,25-10-2024,20494.29,Shopping,NetBanking,Nykaa,Success,0
TXN106149,15621687,29-02-2024,15742.21,Travel,Credit Card,OYO,Success,0
TXN106150,15786199,28-05-2024,53568.78,Food,Credit Card,McDonald's,Success,0
TXN106151,15744919,20-05-2024,80391.15,Healthcare,Credit Card,Apollo Pharmacy,Success,0
TXN106152,15646161,12-07-2024,37865.54,Utilities,UPI,BSES,Success,0
TXN106153,15794560,23-10-2024,89838.73,Entertainment,Debit Card,PVR,Success,0
TXN106154,15595135,12-12-2024,24036.33,Shopping,NetBanking,Nykaa,Success,0
TXN106155,15640260,07-05-2024,125885.72,Entertainment,Debit Card,BookMyShow,Success,1
TXN106156,15593331,08-11-2024,119425.45,Travel,Debit Card,OYO,Success,0
TXN106157,15808784,20-02-2024,51156.18,EMI,UPI,ICICI EMI,Success,0
TXN106158,15683930,13-05-2024,45468.69,Healthcare,Debit Card,1mg,Success,0
TXN106159,15668444,01-08-2024,75944.41,Travel,Debit Card,OYO,Success,0
TXN106160,15663249,07-08-2024,125996.83,Travel,Debit Card,Yatra,Success,1
TXN106161,15712825,25-12-2024,24723.46,Healthcare,UPI,Max Healthcare,Success,0
TXN106162,15607691,27-03-2024,143191.75,Shopping,Debit Card,Flipkart,Failed,1
TXN106163,15667554,22-10-2024,140620.63,Entertainment,NetBanking,Sony LIV,Success,1
TXN106164,15725794,06-02-2024,145627.61,Entertainment,UPI,Sony LIV,Failed,1
TXN106165,15688713,25-02-2024,64442.23,EMI,Credit Card,ICICI EMI,Success,0
TXN106166,15626983,30-06-2024,70130.73,Travel,NetBanking,Uber,Success,0
TXN106167,15730447,05-11-2024,71018.24,Travel,Credit Card,Yatra,Success,0
TXN106168,15662758,19-05-2024,59096.32,Travel,Credit Card,IRCTC,Success,0
TXN106169,15715541,04-10-2024,85029.05,Food,UPI,Zomato,Success,0
TXN106170,15604588,23-05-2024,113920.31,Entertainment,Credit Card,Sony LIV,Success,0
TXN106171,15785078,07-07-2024,139400.56,EMI,Debit Card,HDFC EMI,Success,1
TXN106172,15568506,09-09-2024,655.77,Utilities,Credit Card,TATA Power,Success,0
TXN106173,15790497,01-03-2024,35645.5,Utilities,UPI,Airtel,Failed,0
TXN106174,15742238,26-07-2024,119242.9,Travel,Debit Card,MakeMyTrip,Success,0
TXN106175,15747358,22-10-2024,104132.5,Food,Credit Card,Zomato,Success,0
TXN106176,15719352,07-03-2024,27241.65,Shopping,Credit Card,Nykaa,Success,0
TXN106177,15667938,25-04-2024,71505.41,Travel,NetBanking,MakeMyTrip,Success,0
TXN106178,15762615,17-12-2024,21077.46,Food,UPI,Dominos,Success,0
TXN106179,15667620,05-03-2024,110122.22,Utilities,NetBanking,BSES,Success,0
TXN106180,15713826,16-10-2024,9498.18,Travel,Credit Card,Yatra,Success,0
TXN106181,15591766,19-03-2024,100759.37,EMI,NetBanking,ICICI EMI,Success,0
TXN106182,15580684,22-12-2024,146670.31,Healthcare,UPI,Apollo Pharmacy,Success,1
TXN106183,15734311,13-10-2024,62498.41,Healthcare,NetBanking,Practo,Success,0
TXN106184,15591711,29-10-2024,128554.85,Utilities,NetBanking,TATA Power,Reversed,1
TXN106185,15812272,20-07-2024,136294.78,Shopping,Debit Card,Nykaa,Success,1
TXN106186,15597265,14-03-2024,43450.11,Shopping,NetBanking,Reliance Retail,Success,0
TXN106187,15569187,19-03-2024,42450.28,Healthcare,NetBanking,Apollo Pharmacy,Success,0
